C:\Users\Vatsal\Desktop\Driving Data\IMG\center_2020_05_24_02_54_43_932.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\left_2020_05_24_02_54_43_932.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\right_2020_05_24_02_54_43_932.jpg,0,0,0,6.682481
C:\Users\Vatsal\Desktop\Driving Data\IMG\center_2020_05_24_02_54_44_011.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\left_2020_05_24_02_54_44_011.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\right_2020_05_24_02_54_44_011.jpg,0,0,0,6.615515
C:\Users\Vatsal\Desktop\Driving Data\IMG\center_2020_05_24_02_54_44_129.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\left_2020_05_24_02_54_44_129.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\right_2020_05_24_02_54_44_129.jpg,0,0,0,6.536041
C:\Users\Vatsal\Desktop\Driving Data\IMG\center_2020_05_24_02_54_44_224.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\left_2020_05_24_02_54_44_224.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\right_2020_05_24_02_54_44_224.jpg,0,0,0,6.48359
C:\Users\Vatsal\Desktop\Driving Data\IMG\center_2020_05_24_02_54_44_341.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\left_2020_05_24_02_54_44_341.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\right_2020_05_24_02_54_44_341.jpg,0,0,0,6.405753
C:\Users\Vatsal\Desktop\Driving Data\IMG\center_2020_05_24_02_54_44_448.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\left_2020_05_24_02_54_44_448.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\right_2020_05_24_02_54_44_448.jpg,0,0,0,6.341946
C:\Users\Vatsal\Desktop\Driving Data\IMG\center_2020_05_24_02_54_44_549.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\left_2020_05_24_02_54_44_549.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\right_2020_05_24_02_54_44_549.jpg,0,0,0,6.278961
C:\Users\Vatsal\Desktop\Driving Data\IMG\center_2020_05_24_02_54_44_650.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\left_2020_05_24_02_54_44_650.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\right_2020_05_24_02_54_44_650.jpg,0,0,0,6.216609
C:\Users\Vatsal\Desktop\Driving Data\IMG\center_2020_05_24_02_54_44_733.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\left_2020_05_24_02_54_44_733.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\right_2020_05_24_02_54_44_733.jpg,0,0,0,6.154882
C:\Users\Vatsal\Desktop\Driving Data\IMG\center_2020_05_24_02_54_44_820.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\left_2020_05_24_02_54_44_820.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\right_2020_05_24_02_54_44_820.jpg,0,0,0,6.105947
C:\Users\Vatsal\Desktop\Driving Data\IMG\center_2020_05_24_02_54_44_912.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\left_2020_05_24_02_54_44_912.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\right_2020_05_24_02_54_44_912.jpg,0,0,0,6.045327
C:\Users\Vatsal\Desktop\Driving Data\IMG\center_2020_05_24_02_54_44_991.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\left_2020_05_24_02_54_44_991.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\right_2020_05_24_02_54_44_991.jpg,0,0,0,5.997266
C:\Users\Vatsal\Desktop\Driving Data\IMG\center_2020_05_24_02_54_45_102.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\left_2020_05_24_02_54_45_102.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\right_2020_05_24_02_54_45_102.jpg,0,0,0,5.937733
C:\Users\Vatsal\Desktop\Driving Data\IMG\center_2020_05_24_02_54_45_176.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\left_2020_05_24_02_54_45_176.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\right_2020_05_24_02_54_45_176.jpg,0,0,0,5.890535
C:\Users\Vatsal\Desktop\Driving Data\IMG\center_2020_05_24_02_54_45_252.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\left_2020_05_24_02_54_45_252.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\right_2020_05_24_02_54_45_252.jpg,0,0,0,5.843714
C:\Users\Vatsal\Desktop\Driving Data\IMG\center_2020_05_24_02_54_45_338.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\left_2020_05_24_02_54_45_338.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\right_2020_05_24_02_54_45_338.jpg,0,0,0,5.797268
C:\Users\Vatsal\Desktop\Driving Data\IMG\center_2020_05_24_02_54_45_483.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\left_2020_05_24_02_54_45_483.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\right_2020_05_24_02_54_45_483.jpg,0,0.2465475,0,5.944081
C:\Users\Vatsal\Desktop\Driving Data\IMG\center_2020_05_24_02_54_45_559.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\left_2020_05_24_02_54_45_559.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\right_2020_05_24_02_54_45_559.jpg,0,0.4748076,0,6.346223
C:\Users\Vatsal\Desktop\Driving Data\IMG\center_2020_05_24_02_54_45_661.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\left_2020_05_24_02_54_45_661.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\right_2020_05_24_02_54_45_661.jpg,0,0.7763016,0,7.205271
C:\Users\Vatsal\Desktop\Driving Data\IMG\center_2020_05_24_02_54_45_748.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\left_2020_05_24_02_54_45_748.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\right_2020_05_24_02_54_45_748.jpg,0,1,0,8.099956
C:\Users\Vatsal\Desktop\Driving Data\IMG\center_2020_05_24_02_54_45_836.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\left_2020_05_24_02_54_45_836.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\right_2020_05_24_02_54_45_836.jpg,0,1,0,9.227021
C:\Users\Vatsal\Desktop\Driving Data\IMG\center_2020_05_24_02_54_45_967.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\left_2020_05_24_02_54_45_967.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\right_2020_05_24_02_54_45_967.jpg,0,1,0,10.78638
C:\Users\Vatsal\Desktop\Driving Data\IMG\center_2020_05_24_02_54_46_038.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\left_2020_05_24_02_54_46_038.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\right_2020_05_24_02_54_46_038.jpg,0,1,0,11.54704
C:\Users\Vatsal\Desktop\Driving Data\IMG\center_2020_05_24_02_54_46_135.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\left_2020_05_24_02_54_46_135.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\right_2020_05_24_02_54_46_135.jpg,0,1,0,12.52212
C:\Users\Vatsal\Desktop\Driving Data\IMG\center_2020_05_24_02_54_46_285.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\left_2020_05_24_02_54_46_285.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\right_2020_05_24_02_54_46_285.jpg,0,1,0,13.69855
C:\Users\Vatsal\Desktop\Driving Data\IMG\center_2020_05_24_02_54_46_391.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\left_2020_05_24_02_54_46_391.jpg,C:\Users\Vatsal\Desktop\Driving Data\IMG\right_2020_05_24_02_54_46_391.jpg,0,1,0,14.67058
